Version,ZTF_Name,z_sntemplate,z_rlap,z_snid,z_snid_err,z_level,rank_1,sntemplate_1,rlap_1,c_snid_1,z_snid_1,z_snid_err_1,age_1,age_flag_1,rank_2,sntemplate_2,rlap_2,c_snid_2,z_snid_2,z_snid_err_2,age_2,age_flag_2,rank_3,sntemplate_3,rlap_3,c_snid_3,z_snid_3,z_snid_err_3,age_3,age_flag_3,rank_4,sntemplate_4,rlap_4,c_snid_4,z_snid_4,z_snid_err_4,age_4,age_flag_4,rank_5,sntemplate_5,rlap_5,c_snid_5,z_snid_5,z_snid_err_5,age_5,age_flag_5
ZTF20aalxlis_20200205_FTS_v1.ascii,ZTF20aalxlis,sn2008am,5.74,0.0252,0.0029,1,1,sn2008am,5.74,IIn,0.0252,0.0029,33.0,0,2,kcSB2,5.42,Gal,0.0248,0.0029,-99.9,2,3,sn2005gj,5.26,Ia-csm,0.0259,0.0043,133.5,0,4,kcSB4,5.22,Gal,0.0248,0.003,-99.9,2,5,sn1997cy,5.01,IIn,0.0244,0.0043,377.7,1
ZTF20aalxlis_20200207_P60_v1.ascii,ZTF20aalxlis,sn2012il,7.25,0.2552,0.0158,1,1,sn2012il,7.25,Ic-SLSN,0.2552,0.0158,40.94,0,2,PTF11rks,7.05,Ic-SLSN,0.404,0.0037,47.61,0,3,sn2002ap,6.24,Ic-BL,0.2608,0.0189,-4.5,0,5,sn2005cs,6.12,II-norm,0.027,0.009,3.8,0,6,sn91bg,5.95,Ia-91bg,0.2665,0.0118,143.0,0
ZTF20aalxlis_20200208_LT_v1.ascii,ZTF20aalxlis,kcSc,6.23,0.0241,0.003,1,1,kcSc,6.23,Gal,0.0241,0.003,-99.9,2,2,sn2002ap,5.77,Ic-BL,0.0097,0.0155,-5.5,0,6,sn2008am,5.7,IIn,0.0242,0.0031,33.0,0,7,kcSB1,5.63,Gal,0.0243,0.0034,-99.9,2,8,lbv99bw,5.53,LBV,0.0236,0.0036,-99.9,2
ZTF20aalxlis_20200209_P60_v1.ascii,ZTF20aalxlis,sn2007ru,5.56,0.2601,0.016,0,1,sn2007ru,5.56,Ic-BL,0.2601,0.016,12.96,0,2,sn2007ru,5.55,Ic-BL,0.2567,0.0152,15.96,0,3,sn2013dg,5.36,Ic-SLSN,0.2896,0.0124,2.78,0,4,sn02ap,5.25,Ic-BL,0.2816,0.0211,-4.5,0,6,sn1999ee,5.17,Ia-norm,0.2876,0.0133,-9.1,0
ZTF20aalxlis_20200212_P200_v1.ascii,ZTF20aalxlis,sn02ap,9.8,0.2874,0.0119,0,1,sn02ap,9.8,Ic-BL,0.2874,0.0119,-5.5,0,5,sn1987A,8.28,II-norm,0.2884,0.0127,590.7,0,12,sn1999em,7.36,II-norm,0.287,0.0141,307.8,0,21,sn2010ma,6.72,Ic-BL,0.3447,0.0124,5.2,0,31,lbv99bw,6.4,LBV,0.2871,0.0148,-99.9,2
ZTF20aalxlis_20200213_P60_v1.ascii,ZTF20aalxlis,sn02ap,9.34,0.2845,0.0129,0,1,sn02ap,9.34,Ic-BL,0.2845,0.0129,-4.5,0,5,sn2009nz,7.7,Ic-BL,0.2722,0.0161,0.0,0,6,sn93J,7.1,IIb,0.2853,0.0116,-10.5,0,12,sn2005U,6.0,IIb,0.2818,0.0105,0.0,1,17,sn2012il,5.68,Ic-SLSN,0.2848,0.0193,40.94,0
ZTF20aalxlis_20200215_P60_v1.ascii,ZTF20aalxlis,sn02ap,10.49,0.2863,0.0108,0,1,sn02ap,10.49,Ic-BL,0.2863,0.0108,-4.5,0,5,sn1999em,7.82,II-norm,0.2851,0.0105,307.8,0,7,sn2010bh,6.91,Ic-BL,0.4059,0.0173,-0.7,0,8,sn08in,6.83,II-norm,0.4181,0.013,119.0,0,9,iPTF13ajg,6.55,Ic-SLSN,0.443,0.0159,27.24,0
ZTF20aalxlis_20200216_NOT_v1.ascii,ZTF20aalxlis,sn2002ap,8.57,0.2977,0.0122,0,1,sn2002ap,8.57,Ic-BL,0.2977,0.0122,-5.5,0,3,sn1999em,6.97,II-norm,0.2933,0.0131,307.8,0,7,sn2004et,6.58,II-norm,0.3056,0.0156,448.4,0,9,PTF09cwl,6.32,Ic-SLSN,0.3058,0.0157,-1.63,0,10,sn1987A,6.27,II-norm,0.2956,0.014,113.6,0
ZTF20aalxlis_20200221_P60_v1.ascii,ZTF20aalxlis,sn2007D,13.89,0.0343,0.0087,1,1,sn2007D,13.89,Ic-BL,0.0343,0.0087,-7.9,0,2,sn2007ru,7.39,Ic-BL,0.0467,0.0171,58.96,0,3,sn2003dh,7.1,Ic-BL,0.0485,0.0165,-7.3,0,4,sn2009er,6.91,Ib-norm,0.0419,0.0166,-1.5,0,6,sn2003bg,6.44,IIb,0.042,0.0145,-19.1,0
ZTF20aalxlis_20200229_P60_v1.ascii,ZTF20aalxlis,sn2003dh,6.08,0.0573,0.0177,1,1,sn2003dh,6.08,Ic-BL,0.0573,0.0177,-7.3,0,2,sn97ef,5.87,Ic-BL,0.0392,0.0197,-5.1,0,4,mstar,5.71,M-star,0.0423,0.0098,10.0,2,7,sn2007D,5.09,Ic-BL,0.0395,0.0209,-7.9,0,11,sn2003bg,4.63,IIb,0.0448,0.018,-19.1,0
ZTF20aalxlis_20200301_NOT_v1.ascii,ZTF20aalxlis,sn2010bh,5.56,0.6277,0.0196,0,1,sn2010bh,5.56,Ic-BL,0.6277,0.0196,5.0,0,2,sn2005U,5.05,IIb,0.4473,0.0124,41.0,1,3,sn02ap,5.0,Ic-BL,0.3129,0.0173,-5.5,0,5,sn1998bw,4.75,Ic-BL,0.0526,0.0234,17.7,0,8,sn1999di,4.55,Ib-norm,0.4539,0.012,0.0,1
ZTF20aalxlis_20200317_LT_v1.ascii,ZTF20aalxlis,sn2003dh,8.14,0.0288,0.0118,1,1,sn2003dh,8.14,Ic-BL,0.0288,0.0118,14.1,0,2,sn97ef,6.97,Ic-BL,0.0377,0.0148,-6.1,0,6,sn2006aj,6.32,Ic-BL,0.0449,0.0154,-3.3,0,13,sn2003bg,5.91,IIb,0.045,0.0166,-19.1,0,20,sn90B,5.12,Ic-norm,0.0324,0.0122,47.4,0
ZTF20aalxlis_20200322_Keck1_v1.ascii,ZTF20aalxlis,sn2007ru,6.13,0.9623,0.012,0,1,sn2007ru,6.13,Ic-BL,0.9623,0.012,-3.04,0,2,sn2009bb,6.07,Ic-BL,0.9531,0.0122,19.6,0,3,sn2008D,5.95,Ib-norm,1.1918,0.0139,15.4,0,4,PTF10qts,5.7,Ic-BL,0.9772,0.013,0.6,0,7,sn2008ax,5.61,IIb,1.1768,0.0137,9.0,0
ZTF20aalyeut_20200218_P60_v1.ascii,ZTF20aalyeut,sn04bw,15.92,0.0887,0.0037,1,1,sn04bw,15.92,Ia-norm,0.0887,0.0037,6.59,0,2,sn2007co,15.17,Ia-norm,0.093,0.0038,5.7,0,4,sn2006cp,14.01,Ia-norm,0.0945,0.0042,6.3,0,6,sn2008ar,13.47,Ia-norm,0.108,0.0054,-8.5,0,63,sn2007S,10.77,Ia-91T,0.0927,0.0058,6.2,0
ZTF20aamamnp_20200212_P60_v1.ascii,ZTF20aamamnp,sn2013dx,5.57,0.3825,0.0166,0,1,sn2013dx,5.57,Ic-BL,0.3825,0.0166,-5.0,0,2,sn2011kl,4.96,Ic-SLSN,0.3144,0.0036,-0.89,0,3,sn2003jd,4.66,Ic-BL,0.3436,0.0199,-0.6,0,4,sn2009bb,4.59,Ic-BL,0.3918,0.019,-5.3,0,7,sn1999dq,4.44,Ia-91T,0.3143,0.0138,-9.4,0
ZTF20aamaqak_20200208_P60_v1.ascii,ZTF20aamaqak,sn2008Q,8.81,0.0722,0.0052,1,1,sn2008Q,8.81,Ia-norm,0.0722,0.0052,-7.2,0,3,sn05el,8.44,Ia-norm,0.0698,0.0058,-6.7,0,4,sn02cr,8.35,Ia-norm,0.0666,0.0061,-6.78,0,5,sn2005iq,8.2,Ia-norm,0.0701,0.006,-6.0,0,6,sn2006lf,8.11,Ia-norm,0.0699,0.0058,-6.5,0
ZTF20aamazzl_20200220_P60_v1.ascii,ZTF20aamazzl,sn2008aq,7.28,0.5836,0.0081,0,1,sn2008aq,7.28,IIb,0.5836,0.0081,0.0,1,2,sn2008bo,6.29,IIb,0.5826,0.0088,-10.2,0,4,sn97dq,5.96,Ic-norm,0.5782,0.0112,1.0,1,6,sn2006ep,5.94,Ib-norm,0.5659,0.0082,10.5,0,8,sn2011dh,5.9,IIb,0.5712,0.0072,-0.6,0
ZTF20aamazzl_20200220_P60_v2.ascii,ZTF20aamazzl,sn1998fa,5.19,0.1636,0.0071,1,1,sn1987A,5.41,II-norm,0.1914,0.0106,-82.7,0,2,sn1998fa,5.19,IIb,0.1636,0.0071,18.3,0,3,sn2006lv,4.67,Ib-norm,0.1596,0.007,0.0,1,4,sn1996cb,4.47,IIb,0.1605,0.009,5.0,0,5,sn1997dd,4.33,IIb,0.159,0.0094,16.4,1
ZTF20aamazzl_20200227_P200_v1.ascii,ZTF20aamazzl,sn2003W,7.42,0.3887,0.0108,0,1,sn2003W,7.42,Ia-norm,0.3887,0.0108,-9.1,0,3,sn2002cd,5.79,Ia-norm,0.3833,0.0122,-8.6,0,4,sn1999gp,5.56,Ia-91T,0.3621,0.0123,0.0,0,8,sn99ac,5.34,Ia-91T,0.3815,0.0134,-13.6,0,13,sn2013dx,4.93,Ic-BL,0.4005,0.0169,16.9,0
ZTF20aambbfn_20200211_LT_v1.ascii,ZTF20aambbfn,ASASSN14li,7.9,0.0346,0.0096,1,1,ASASSN14li,7.9,TDE,0.0346,0.0096,74.0,1,2,sn2003ic,6.91,Ia-norm,0.05,0.0096,-4.1,0,3,sn2006cm,6.27,Ia-norm,0.0487,0.0109,-1.9,0,4,sn2006cj,6.13,Ia-norm,0.0467,0.0098,-1.2,0,25,sn2001az,4.66,Ia-91T,0.0486,0.0136,-3.1,0
ZTF20aambbfn_20200211_LT_v2.ascii,ZTF20aambbfn,ASASSN14li,7.63,0.0345,0.0096,1,1,ASASSN14li,7.63,TDE,0.0345,0.0096,74.0,1,2,sn2006cm,6.71,Ia-norm,0.0459,0.0099,-1.9,0,3,sn2005hf,6.31,Ia-norm,0.0419,0.0078,8.2,0,4,sn2005eu,6.19,Ia-norm,0.048,0.0103,-5.2,0,25,sn2001az,4.58,Ia-91T,0.0473,0.0137,-3.1,0
ZTF20aambbfn_20200211_P60_v1.ascii,ZTF20aambbfn,sn1990B,8.08,0.696,0.0072,0,1,sn1990B,8.08,Ic-norm,0.696,0.0072,8.9,0,3,sn2011ke,6.61,Ic-SLSN,0.7139,0.0104,44.62,0,4,sn99ee,5.83,Ia-norm,0.7003,0.0084,20.0,0,5,iPTF13bvn,5.75,Ib-norm,0.7058,0.0103,-8.8,0,6,sn2007uy,5.73,Ib-norm,0.7221,0.0117,75.82,0
ZTF20aambtea_20200213_LT_v1.ascii,ZTF20aambtea,qso,7.51,0.0179,0.0028,1,1,qso,7.51,QSO,0.0179,0.0028,-100.0,2,2,kcSc,7.19,Gal,0.018,0.0024,-99.9,2,3,sn2004et,7.14,II-norm,0.015,0.0093,-1.9,0,7,sn1987A,6.41,II-norm,0.0189,0.0035,634.8,0,19,sn2006bp,6.07,II-norm,0.0177,0.0112,3.3,0
ZTF20aambtea_20200213_LT_v2.ascii,ZTF20aambtea,qso,7.07,0.0183,0.0029,1,1,qso,7.07,QSO,0.0183,0.0029,-100.0,2,2,kcSc,6.81,Gal,0.0183,0.0025,-99.9,2,3,sn1987A,6.55,II-norm,0.02,0.0035,628.8,0,5,sn2004et,6.17,II-norm,0.0155,0.0108,-1.9,0,10,lbv99bw,5.88,LBV,0.0179,0.003,-99.9,2
ZTF20aambtea_20200227_Lick_3-m_v1.ascii,ZTF20aambtea,sn87A,8.68,0.03,0.0073,1,1,sn87A,8.68,II-norm,0.03,0.0073,-80.5,0,3,sn91N,8.63,Ic-norm,0.0544,0.0071,276.1,1,6,sn93J,8.06,IIb,0.0158,0.007,-2.4,0,10,sn2011dh,7.88,IIb,0.0296,0.0077,-16.6,0,12,sn04et,7.72,II-norm,0.014,0.0069,8.6,0
ZTF20aamcvyp_20200211_LT_v1.ascii,ZTF20aamcvyp,sn2003ic,9.96,0.0639,0.0058,1,1,sn2003ic,9.96,Ia-norm,0.0639,0.0058,3.4,0,2,sn2005hf,8.85,Ia-norm,0.0566,0.0049,8.2,0,3,sn2006cj,8.3,Ia-norm,0.06,0.0066,5.4,0,11,sn2007cq,5.73,Ia-91T,0.0622,0.0096,-4.0,0,12,sn2006gz,5.7,Ia-03fg,0.0661,0.0059,-12.3,0
ZTF20aamcvyp_20200211_LT_v2.ascii,ZTF20aamcvyp,sn2003ic,9.54,0.0638,0.006,1,1,sn2003ic,9.54,Ia-norm,0.0638,0.006,3.4,0,2,sn2005hf,8.23,Ia-norm,0.0561,0.0055,8.2,0,3,sn2006cj,7.79,Ia-norm,0.0602,0.0071,5.4,0,16,sn2003hu,5.14,Ia-91T,0.0587,0.0106,0.1,0,23,sn2006gz,4.92,Ia-03fg,0.0664,0.0071,-12.3,0
ZTF20aamcvyp_20200211_P60_v1.ascii,ZTF20aamcvyp,sn99ee,5.51,0.1028,0.0124,1,1,sn99ee,5.51,Ia-norm,0.1028,0.0124,-8.6,0,5,iPTF13ajg,5.29,Ic-SLSN,1.0698,0.0034,-4.37,0,6,sn99aa,5.1,Ia-norm,0.1005,0.0119,-10.49,0,7,sn2006gr,4.67,Ia-norm,0.1089,0.0145,-8.9,0,9,sn1999dq,4.52,Ia-91T,0.099,0.0134,-9.4,0
ZTF20aamdhut_20200208_LT_v1.ascii,ZTF20aamdhut,sn1998es,14.44,0.0352,0.0041,1,1,sn1998es,14.44,Ia-91T,0.0352,0.0041,-6.4,0,2,sn2005eq,14.37,Ia-91T,0.0345,0.004,-5.4,0,3,sn2006oa,14.27,Ia-91T,0.0345,0.004,-5.7,0,25,sn2002de,9.09,Ia-norm,0.0373,0.0066,-4.1,0,76,sn2004aw,6.48,Ic-norm,0.0383,0.0112,-3.3,0
ZTF20aamdkgk_20200214_P60_v1.ascii,ZTF20aamdkgk,agn,24.14,0.0672,0.0013,1,1,agn,24.14,AGN,0.0672,0.0013,-99.9,2,2,qso,18.43,QSO,0.0673,0.0016,-100.0,2,3,kcSB3,12.83,Gal,0.0678,0.0021,-99.9,2,4,kcSB5,12.45,Gal,0.067,0.0022,-99.9,2,5,kcSB6,11.61,Gal,0.0668,0.0023,-99.9,2
ZTF20aamdkgk_20200214_P60_v2.ascii,ZTF20aamdkgk,sn2009bb,3.76,0.0932,0.0131,1,1,sn2007bg,5.0,Ic-BL,0.0834,0.0105,27.2,0,2,sn80K,4.63,II-norm,0.0828,0.0086,7.0,0,4,sn1996cb,4.55,IIb,0.077,0.0106,-2.1,0,5,sn04er,4.43,II-norm,0.0694,0.0077,110.0,0,6,sn96cb,4.32,IIb,0.067,0.0107,40.8,0
ZTF20aamdkgk_20200218_P60_v1.ascii,ZTF20aamdkgk,agn,19.25,0.0679,0.0016,1,1,agn,19.25,AGN,0.0679,0.0016,-99.9,2,2,qso,15.26,QSO,0.068,0.0018,-100.0,2,3,sn06bc,12.04,II-norm,0.0672,0.0022,9.0,0,4,kcSB3,11.43,Gal,0.0686,0.0022,-99.9,2,5,sn1996L,11.36,IIn,0.0672,0.0031,58.1,0
ZTF20aamdkgk_20200218_P60_v2.ascii,ZTF20aamdkgk,iPTF13bvn,6.56,0.0627,0.0145,1,1,iPTF13bvn,6.56,Ib-norm,0.0627,0.0145,-12.7,0,2,iPTF13ajg,6.56,Ic-SLSN,1.0544,0.0033,7.7,0,3,sn94D,6.37,Ia-norm,0.0711,0.0081,46.2,0,4,sn2005cf,6.15,Ia-norm,0.0683,0.0082,60.8,0,5,sn06bp,5.63,II-norm,0.0667,0.0072,64.9,0
ZTF20aamdqiz_20200213_P60_v1.ascii,ZTF20aamdqiz,sn2005bo,12.66,0.0846,0.0038,1,1,sn2005bo,12.66,Ia-norm,0.0846,0.0038,-0.1,0,2,sn2006az,12.42,Ia-norm,0.084,0.0039,-1.0,0,3,sn2006cf,12.25,Ia-norm,0.0828,0.004,6.5,0,4,sn2003cg,11.83,Ia-norm,0.0876,0.0041,-2.1,0,44,sn1999ac,9.71,Ia-91T,0.0828,0.0055,0.4,0
ZTF20aamdsjv_20200213_P60_v1.ascii,ZTF20aamdsjv,sn2006X,5.75,0.0905,0.0124,1,1,sn2006X,5.75,Ia-norm,0.0905,0.0124,1.3,0,2,sn2005cf,5.71,Ia-norm,0.097,0.012,-12.4,0,5,sn2003du,5.26,Ia-norm,0.0862,0.012,-11.1,0,7,sn1998S,5.19,IIn,0.0633,0.0082,-13.1,0,9,lbv03hy,5.11,LBV,0.0661,0.0084,-99.9,2
ZTF20aamdsjv_20200213_P60_v2.ascii,ZTF20aamdsjv,sn99aw,7.36,0.0758,0.0093,1,1,sn99aw,7.36,Ia-91T,0.0758,0.0093,0.3,0,3,sn94ae,6.73,Ia-norm,0.0634,0.0077,2.3,0,4,sn07A,6.61,Ia-norm,0.0642,0.0086,2.37,0,5,sn1996C,6.54,Ia-norm,0.0628,0.0077,2.0,0,6,sn2007F,6.42,Ia-norm,0.0643,0.0083,3.0,0
ZTF20aamdsjv_20200217_P60_v1.ascii,ZTF20aamdsjv,sn1999by,10.59,0.0729,0.0081,1,1,sn1999by,10.59,Ia-91bg,0.0729,0.0081,5.0,0,7,sn07oc,8.78,II-norm,0.0596,0.0075,49.0,0,8,sn2006cj,8.69,Ia-norm,0.068,0.0077,5.4,0,9,sn2003ic,8.46,Ia-norm,0.0716,0.0079,-4.1,0,12,sn2006S,7.92,Ia-norm,0.0754,0.0097,-4.6,0
ZTF20aamdsjv_20200217_P60_v2.ascii,ZTF20aamdsjv,sn2003ic,10.95,0.0711,0.0056,1,1,sn2003ic,10.95,Ia-norm,0.0711,0.0056,-4.1,0,2,sn2006cj,10.29,Ia-norm,0.0658,0.0055,4.4,0,4,sn2005na,10.06,Ia-norm,0.0634,0.0055,1.4,0,5,sn07A,9.54,Ia-norm,0.0645,0.0058,2.37,0,10,sn99aw,9.33,Ia-91T,0.0773,0.0071,0.3,0
ZTF20aamdsjv_20200217_P60_v3.ascii,ZTF20aamdsjv,sn2003ic,10.95,0.0711,0.0056,1,1,sn2003ic,10.95,Ia-norm,0.0711,0.0056,-4.1,0,2,sn2006cj,10.29,Ia-norm,0.0658,0.0055,4.4,0,4,sn2005na,10.06,Ia-norm,0.0634,0.0055,1.4,0,5,sn07A,9.54,Ia-norm,0.0645,0.0058,2.37,0,10,sn99aw,9.33,Ia-91T,0.0773,0.0071,0.3,0
ZTF20aamdyal_20200212_P60_v1.ascii,ZTF20aamdyal,sn1999aa,8.76,0.1017,0.007,1,1,sn1999aa,8.76,Ia-91T,0.1017,0.007,-9.0,0,3,sn1995bd,8.51,Ia-91T,0.1108,0.008,-10.1,0,5,sn91T,7.85,Ia-91T,0.0965,0.0073,-0.2,0,32,iPTF13bvn,5.96,Ib-norm,0.1094,0.0165,-15.7,0,42,sn99dq,5.68,Ia-norm,0.1013,0.011,-3.33,0
ZTF20aamdyln_20200216_P60_v1.ascii,ZTF20aamdyln,sn2008D,4.96,0.7524,0.0156,0,1,sn2008D,4.96,Ib-norm,0.7524,0.0156,-11.5,0,2,sn1993J,4.02,IIb,0.777,0.01,412.1,0,4,sn2009er,3.99,Ib-norm,0.7474,0.0182,0.4,0,5,sn1991T,3.79,Ia-91T,0.8107,0.0174,-12.8,0,8,sn2002ic,3.46,Ia-csm,0.9314,0.0154,5.6,0
ZTF20aamdyln_20200229_P60_v1.ascii,ZTF20aamdyln,sn2004aw,7.61,0.0389,0.0081,1,1,sn2004aw,7.61,Ic-norm,0.0389,0.0081,12.2,0,9,sn06em,6.76,Ia-91bg,0.0409,0.0077,20.95,0,10,sn97dq,6.63,Ic-norm,0.0347,0.0101,1.0,1,12,sn91bg,6.5,Ia-91bg,0.0433,0.0095,27.28,0,13,PTF10vgv,6.1,Ic-BL,0.0427,0.0115,8.2,0
ZTF20aamdywf_20200213_P60_v1.ascii,ZTF20aamdywf,sn1995bd,6.11,0.1175,0.0116,1,1,sn1995bd,6.11,Ia-91T,0.1175,0.0116,-10.1,0,3,sn2001V,4.98,Ia-91T,0.1132,0.013,-12.3,0,4,sn2013dg,4.96,Ic-SLSN,0.1172,0.0146,5.16,0,5,sn98bu,4.94,Ia-norm,0.1092,0.0158,1.2,0,7,sn2006ck,4.65,Ic-norm,0.2574,0.0164,1.0,1
ZTF20aamdzkk_20200207_P60_v1.ascii,ZTF20aamdzkk,kcSB6,11.22,0.0822,0.002,1,1,kcSB6,11.22,Gal,0.0822,0.002,-99.9,2,2,sn1996L,11.07,IIn,0.0832,0.0031,58.1,0,6,PTF11rks,10.38,Ic-SLSN,0.4845,0.0021,47.61,0,7,kcSB5,10.18,Gal,0.0824,0.0022,-99.9,2,8,kcSB3,9.92,Gal,0.083,0.0022,-99.9,2
ZTF20aamdzkk_20200207_P60_v2.ascii,ZTF20aamdzkk,sn06bc,7.61,0.0815,0.003,1,1,PTF11rks,8.65,Ic-SLSN,0.4842,0.0025,47.61,0,2,sn06bc,7.61,II-norm,0.0815,0.003,9.0,0,3,sn05gj,7.43,Ia-csm,0.0818,0.0044,46.25,0,4,sn06Y,7.19,II-norm,0.0893,0.0065,36.0,0,5,sn09ao,7.18,II-norm,0.0831,0.0062,34.0,0
ZTF20aamenwg_20200215_P60_v1.ascii,ZTF20aamenwg,sn2006S,16.21,0.0852,0.0041,1,1,sn2006S,16.21,Ia-norm,0.0852,0.0041,-5.5,0,3,sn2006oa,13.28,Ia-91T,0.0822,0.0051,-3.8,0,4,sn2001eh,12.62,Ia-91T,0.0828,0.0049,-5.9,0,5,sn1990N,12.59,Ia-norm,0.0863,0.0054,-7.4,0,8,sn2005eq,12.27,Ia-91T,0.0803,0.0051,-3.5,0
ZTF20aamerev_20200220_P60_v1.ascii,ZTF20aamerev,sn02er,10.26,0.0894,0.0053,1,1,sn02er,10.26,Ia-norm,0.0894,0.0053,5.5,0,3,sn2007S,9.95,Ia-91T,0.0924,0.0061,6.2,0,4,sn2003ic,9.6,Ia-norm,0.0922,0.0062,4.3,0,5,sn2005hc,9.56,Ia-norm,0.0916,0.006,6.3,0,57,iPTF13bvn,7.49,Ib-norm,0.086,0.0089,-8.8,0
ZTF20aamfpcj_20200213_P60_v1.ascii,ZTF20aamfpcj,sn2006gr,9.15,0.1059,0.0077,1,1,sn2006gr,9.15,Ia-norm,0.1059,0.0077,-6.9,0,6,sn2006S,7.35,Ia-norm,0.097,0.0091,-5.5,0,11,sn2006cj,6.62,Ia-norm,0.0856,0.0095,5.4,0,12,sn2008ar,6.62,Ia-norm,0.0999,0.0103,-6.6,0,22,sn2006oa,6.06,Ia-91T,0.0976,0.0104,-5.7,0
ZTF20aamfpcj_20200217_P60_v1.ascii,ZTF20aamfpcj,sn2006gr,12.15,0.1073,0.0054,1,1,sn2006gr,12.15,Ia-norm,0.1073,0.0054,-6.0,0,7,sn08ds,9.88,Ia-norm,0.089,0.0064,-0.08,0,9,sn99aw,9.66,Ia-91T,0.102,0.0066,0.3,0,11,sn2006cj,9.65,Ia-norm,0.0872,0.007,5.4,0,14,sn2008Z,9.38,Ia-norm,0.0866,0.0067,7.6,0
ZTF20aamgdkb_20200209_LT_v1.ascii,ZTF20aamgdkb,sn2006oa,6.21,0.0721,0.0081,1,1,sn2006oa,6.21,Ia-91T,0.0721,0.0081,-0.1,0,2,sn2007ae,5.82,Ia-norm,0.0725,0.0072,3.3,0,4,sn2006cj,5.27,Ia-norm,0.0734,0.0097,4.4,0,6,sn2003hu,5.2,Ia-91T,0.0695,0.0079,0.1,0,31,sn06gz,4.48,Ia-03fg,0.0776,0.0092,-2.6,0
ZTF20aamgdkb_20200209_P60_v1.ascii,ZTF20aamgdkb,PTF10cwr,3.85,0.9936,0.0229,0,1,PTF10cwr,3.85,Ic-SLSN,0.9936,0.0229,29.0,0,2,sn2015bn,3.58,Ic-SLSN,0.9977,0.0247,83.06,0,3,kcSB2,3.09,Gal,1.114,0.0051,-99.9,2,4,LSQ14mo,3.03,Ic-SLSN,1.0115,0.0135,-7.0,0,16,PS1_10jh,2.54,TDE,0.9784,0.0369,-22.0,0
ZTF20aamgdkb_20200211_P60_v1.ascii,ZTF20aamgdkb,sn90N,5.83,0.0758,0.0094,1,1,sn90N,5.83,Ia-norm,0.0758,0.0094,-13.2,0,2,sn03du,5.14,Ia-norm,0.0838,0.0112,-10.1,0,3,sn2006ax,4.83,Ia-norm,0.075,0.0127,-6.4,0,4,sn2005cf,4.77,Ia-norm,0.0798,0.0112,-9.2,0,56,sn2002ji,4.04,Ib-norm,0.1111,0.0151,33.0,1
ZTF20aamgdkb_20200215_P60_v1.ascii,ZTF20aamgdkb,sn2006cf,10.63,0.0714,0.0053,1,1,sn2006cf,10.63,Ia-norm,0.0714,0.0053,4.7,0,2,sn2006S,10.32,Ia-norm,0.0821,0.0064,-5.5,0,4,sn2003du,10.13,Ia-norm,0.0792,0.0063,-8.1,0,7,sn2007ae,9.99,Ia-norm,0.0762,0.0058,2.3,0,34,sn1999ac,9.21,Ia-91T,0.0697,0.0064,0.4,0
ZTF20aamhocj_20200215_P60_v1.ascii,ZTF20aamhocj,sn2005eu,12.16,0.0646,0.0048,1,1,sn2005eu,12.16,Ia-norm,0.0646,0.0048,8.3,0,2,sn2005M,11.58,Ia-91T,0.0634,0.006,-2.7,0,3,sn2003ic,11.06,Ia-norm,0.0673,0.0054,4.3,0,6,sn1998es,9.47,Ia-91T,0.0728,0.0072,-11.4,0,20,sn2005mf,7.91,Ic-norm,0.0735,0.0106,4.0,0
ZTF20aamifit_20200217_P60_v1.ascii,ZTF20aamifit,sn2006cc,10.8,0.0514,0.0051,1,1,sn2006cc,10.8,Ia-norm,0.0514,0.0051,-9.7,0,2,sn2006cf,9.52,Ia-norm,0.045,0.0056,4.7,0,3,sn2006cj,9.29,Ia-norm,0.0474,0.0058,5.4,0,5,sn1999ac,9.09,Ia-91T,0.0485,0.0066,-2.1,0,39,sn2005mz,7.85,Ia-91bg,0.0482,0.0066,-7.5,0
ZTF20aamiwbp_20200225_P200_v1.ascii,ZTF20aamiwbp,sn2003hu,16.07,0.0844,0.0034,1,1,sn2003hu,16.07,Ia-91T,0.0844,0.0034,7.5,0,2,sn1994ae,12.32,Ia-norm,0.0836,0.0041,7.9,0,3,sn2003fa,12.26,Ia-91T,0.0837,0.0038,8.7,0,6,sn06gz,11.74,Ia-03fg,0.0857,0.0038,6.3,0,8,sn1999gp,11.58,Ia-91T,0.0928,0.0054,0.0,0
ZTF20aamizsz_20200214_P60_v1.ascii,ZTF20aamizsz,sn03U,12.2,0.0776,0.0048,1,1,sn03U,12.2,Ia-norm,0.0776,0.0048,-2.14,0,2,sn05ms,11.97,Ia-norm,0.0808,0.005,-1.51,0,3,sn1989B,11.78,Ia-norm,0.077,0.0051,-1.3,0,7,sn2002he,11.2,Ia-norm,0.0829,0.0052,-3.2,0,49,sn99ac,9.15,Ia-91T,0.083,0.0064,0.8,0
ZTF20aamknxn_20200212_P60_v1.ascii,ZTF20aamknxn,sn08ds,11.45,0.0855,0.005,1,1,sn08ds,11.45,Ia-norm,0.0855,0.005,-0.08,0,3,sn2005na,9.26,Ia-norm,0.0861,0.006,-1.5,0,4,sn06bu,9.1,Ia-norm,0.0895,0.0061,4.24,0,5,sn2006cc,9.06,Ia-norm,0.0962,0.0065,-9.7,0,19,sn2001eh,8.1,Ia-91T,0.0914,0.0074,-4.9,0
