,Version,Resolution,Superfit_c,Superfit_z,Match,Gal,Frac(SN),Frac(gal),Phase,Av,ZTF_Name,Zooniverse_c_broad,agreement_broad,Zooniverse_c,rlap,agreement,z
9959,ZTF20acdqjeq_20201012_LT_v1.ascii,ZTF20acdqjeq_20201012_LT_v1_10,Ia-02cx like,0.018081,Ia-02cx like/2012Z/FAST+2455976.6,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.52737015,0.47262982,9.288247,1.0,ZTF20acdqjeq,Ic,6,Ia-91T,11.9,5,0.0258
9960,ZTF20acdqjeq_20201015_P60_v1.ascii,ZTF20acdqjeq_20201015_P60_v1_10,Ia-02cx like,0.018081,Ia-02cx like/2012Z/LRIS+2455978.7589931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.5109563,0.48904368,11.44724,2.0,ZTF20acdqjeq,Ia,8,Ia-91T,13.31,6,0.0246
9961,ZTF20acdqjeq_20201023_P60_v1.ascii,ZTF20acdqjeq_20201023_P60_v1_10,Ia-02cx like,0.01722,Ia-02cx like/2012Z/LDSS-3+2455988.6,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.5937902,0.40620983,21.288246,1.6,ZTF20acdqjeq,Ia,11,Ia-02cx,19.79,7,0.0128
9962,ZTF20acdqjeq_20201027_LT_v1.ascii,ZTF20acdqjeq_20201027_LT_v1_10,Ia-02cx like,0.018081,Ia-02cx like/2012Z/LDSS-3+2455988.6,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.7952673,0.20473275,21.288246,0.2,ZTF20acdqjeq,Ia,10,Ia-02cx,9.3,6,0.0146
9963,ZTF20acdqjeq_20201027_P60_v1.ascii,ZTF20acdqjeq_20201027_P60_v1_10,Ia-02cx like,0.018081,Ia-02cx like/2012Z/LDSS-3+2455988.6,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.456189,0.543811,21.288246,1.4,ZTF20acdqjeq,Ic,7,Ic-BL,9.09,7,0.4509
9964,ZTF20acdqjeq_20201028_P60_v1.ascii,ZTF20acdqjeq_20201028_P60_v1_10,Ia-02cx like,0.018081,Ia-02cx like/2012Z/LDSS-3+2455988.6,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.828434,0.17156601,21.288246,-0.2,ZTF20acdqjeq,Ia,11,Ia-02cx,12.76,7,0.0148
9965,ZTF20acdqjeq_20201028_P60_v2.ascii,ZTF20acdqjeq_20201028_P60_v2_10,Ia-02cx like,0.018081,Ia-02cx like/2012Z/LDSS-3+2455988.6,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.63491654,0.36508346,21.288246,0.2,ZTF20acdqjeq,Ia,10,Ia-02cx,9.39,5,0.015
9966,ZTF20acdqjeq_20201030_P60_v1.ascii,ZTF20acdqjeq_20201030_P60_v1_10,Ia-02cx like,0.018081,Ia-02cx like/2012Z/LDSS-3+2455988.6,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.69987935,0.30012068,21.288246,-0.6,ZTF20acdqjeq,Ia,11,Ia-02cx,9.88,10,0.0147
9967,ZTF20acdqjeq_20201108_LT_v1.ascii,ZTF20acdqjeq_20201108_LT_v1_10,Ia-02cx like,0.016359,Ia-02cx like/2005hk/LRIS+2453708.8020023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.8271129,0.17288709,24.397038,0.8,ZTF20acdqjeq,Ia,10,Ia-02cx,8.82,10,0.0221
9968,ZTF20acdqjeq_20201111_P60_v1.ascii,ZTF20acdqjeq_20201111_P60_v1_10,Ia-02cx like,0.018081,Ia-02cx like/2012Z/LRIS+2456001.7159954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.62804455,0.37195548,34.404243,0.2,ZTF20acdqjeq,Ia,10,Ia-norm,20.37,7,0.0265
9969,ZTF20acdqjeq_20201116_LT_v1.ascii,ZTF20acdqjeq_20201116_LT_v1_10,Ia-02cx like,0.018081,Ia-02cx like/2012Z/LRIS+2456001.7159954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.6952865,0.30471352,34.404243,1.4,ZTF20acdqjeq,Ia,9,Ia-02cx,10.26,6,0.0143
9970,ZTF20acdqjeq_20201120_P60_v1.ascii,ZTF20acdqjeq_20201120_P60_v1_10,Ia-02cx like,0.0176505,Ia-02cx like/2012Z/LRIS+2456001.7159954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.4122648,0.58773524,34.404243,0.4,ZTF20acdqjeq,Ia,8,Ia-02cx,13.67,7,0.0148
9971,ZTF20acdqjeq_20210207_MMT_v1.ascii,ZTF20acdqjeq_20210207_MMT_v1_10,Ca-Ib,0.016359,Ca-Ib/2007ke/LRIS+2454388.9089931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.91253865,0.08746137,21.925823,1.2,ZTF20acdqjeq,Ia,9,Ia-91bg,6.51,9,0.0295
9972,ZTF20acdqjeq_20210224_NOT_v1.ascii,ZTF20acdqjeq_20210224_NOT_v1_10,Ca-Ib,0.018081,Ca-Ib/PTF12bho/LRIS+2456044.9022454,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.29085115,0.7091488,54.402245,2.0,ZTF20acdqjeq,Ia,5,Ia-91bg,9.14,5,0.03
9973,ZTF20acduffd_20200925_P60_v1.ascii,ZTF20acduffd_20200925_P60_v1_10,Ia 91bg-like,0.018563,Ia 91bg-like/1999by/FAST+2451305.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.9515096,0.04849042,-3.0,-2.0,ZTF20acduffd,Ia,8,Ia-91bg,11.16,8,0.016
9974,ZTF20acduffd_20200925_P60_v2.ascii,ZTF20acduffd_20200925_P60_v2_10,Ia 91bg-like,0.018563,Ia 91bg-like/2005bl/WFCCD+2453476.6348843,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.8789926,0.121007405,-6.8651156,-0.4,ZTF20acduffd,Ia,10,Ia-91bg,10.39,9,0.0162
9975,ZTF20acduffd_20200927_P60_v1.ascii,ZTF20acduffd_20200927_P60_v1_10,Ia 91bg-like,0.01954,Ia 91bg-like/2005bl/WFCCD+2453476.6348843,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.9998568,0.00014317303,-6.8651156,2.0,ZTF20acduffd,Ia,9,Ia-91bg,8.72,8,0.0156
9976,ZTF20acduffd_20200930_LT_v1.ascii,ZTF20acduffd_20200930_LT_v1_10,Ia 91bg-like,0.018563,Ia 91bg-like/1991bg/UV-Schmidt+2448604.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.9950534,0.004946572,48605.0,0.4,ZTF20acduffd,Ia,11,Ia-03fg,7.45,6,0.0161
9977,ZTF20acduffd_20200930_P60_v1.ascii,ZTF20acduffd_20200930_P60_v1_10,Ia 91bg-like,0.0200285,Ia 91bg-like/2005bl/CAFOS+2453477.5896065,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.9793433,0.020656709,-5.9103937,0.2,ZTF20acduffd,Ia,9,Ia-91bg,9.81,8,0.0227
9978,ZTF20acduffd_20201009_P60_v1.ascii,ZTF20acduffd_20201009_P60_v1_10,Ia 91bg-like,0.020517,Ia 91bg-like/1991bg/BC-Asi+2448605.6006944,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.991717,0.008283046,48606.1,0.6,ZTF20acduffd,Ia,5,Ia-91bg,8.42,5,0.0221
9979,ZTF20acebgre_20201013_P60_v1.ascii,ZTF20acebgre_20201013_P60_v1_10,Ia-norm,0.0665,Ia-norm/2011by/KAST+2455695.7459954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.8736068,0.12639317,5.2459955,2.0,ZTF20acebgre,Ia,10,Ia-norm,18.22,10,0.0649
9980,ZTF20acebweq_20200930_P60_v1.ascii,ZTF20acebweq_20200930_P60_v1_10,IIb,0.033495,IIb/2008aq/KAST+2454525.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.011612793,0.9883872,-5.28125,2.0,ZTF20acebweq,Ic,6,Ic-SLSN,6.54,5,0.2809
9981,ZTF20acebweq_20200930_P60_v2.ascii,ZTF20acebweq_20200930_P60_v2_10,Ia-norm,0.030305,Ia-norm/2013dy/HET-LRS+2456506.74,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.13244347,0.8675565,6.24,2.0,ZTF20acebweq,Ic,6,Ic-BL,5.5,4,0.1427
9982,ZTF20acebweq_20200930_P60_v3.ascii,ZTF20acebweq_20200930_P60_v3_10,Ia-norm,0.030305,Ia-norm/2012cu/KAST+2456105.745,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.23255189,0.7674481,56106.246,0.6,ZTF20acebweq,Ia,9,Ia-91T,6.01,4,0.0164
9983,ZTF20acebweq_20201020_P60_v1.ascii,ZTF20acebweq_20201020_P60_v1_10,Ic-BL,0.030305,Ic-BL/PTF10vgv/HET-LRS+2455466.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.04053969,0.9594603,2.0,2.0,ZTF20acebweq,Ic,4,Ic-SLSN,8.14,4,0.7156
9984,ZTF20acebweq_20201020_P60_v2.ascii,ZTF20acebweq_20201020_P60_v2_10,Ia-norm,0.033495,Ia-norm/2012cu/SNIFS+2456119.8,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.19319274,0.8068073,56120.3,2.0,ZTF20acebweq,Ia,8,Ia-91T,5.86,6,0.032
9985,ZTF20acebweq_20201021_P60_v1.ascii,ZTF20acebweq_20201021_P60_v1_10,Ic-BL,0.030305,Ic-BL/PTF10vgv/HET-LRS+2455466.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.056784134,0.94321585,2.0,2.0,ZTF20acebweq,Ic,3,Ic-SLSN,6.38,3,0.7143
9986,ZTF20acebweq_20201021_P60_v2.ascii,ZTF20acebweq_20201021_P60_v2_10,Ia-norm,0.033495,Ia-norm/2012cu/SNIFS+2456119.8,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.18725066,0.8127493,56120.3,-0.2,ZTF20acebweq,Ia,6,Ia-norm,9.79,3,0.0296
9987,ZTF20acectxy_20200928_P60_v1.ascii,ZTF20acectxy_20200928_P60_v1_10,TDE H+He,0.054325,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.16822314,0.83177686,9.906065,0.0,ZTF20acectxy,Gal,8,Gal,5.15,8,0.0625
9988,ZTF20acectxy_20200928_P60_v2.ascii,ZTF20acectxy_20200928_P60_v2_10,TDE H+He,0.05035,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.22175997,0.77824,9.906065,0.2,ZTF20acectxy,TDE,6,TDE,5.66,6,0.0545
9989,ZTF20acectxy_20201008_P60_v1.ascii,ZTF20acectxy_20201008_P60_v1_10,Ic-BL,0.054325,Ic-BL/PTF10vgv/HET-LRS+2455466.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.023485476,0.9765145,2.0,2.0,ZTF20acectxy,Ic,4,Ic-BL,4.32,4,0.2859
9990,ZTF20acectxy_20201021_P200_v1.ascii,ZTF20acectxy_20201021_P200_v1_10,IIn,0.054325,IIn/2008fq/KAST+2454746.6379977,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.67600554,0.32399446,18.137999,-0.2,ZTF20acectxy,Ic,6,Ic-norm,4.99,3,0.9462
9991,ZTF20acedqis_20200927_P60_v1.ascii,ZTF20acedqis_20200927_P60_v1_10,IIn,0.04875,IIn/2009kr/DEIMOS+2455242.8119907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.008304903,0.9916951,97.08037,2.0,ZTF20acedqis,Ia,6,Ia-norm,5.42,5,0.0581
9992,ZTF20acedqis_20200927_P60_v2.ascii,ZTF20acedqis_20200927_P60_v2_10,IIn,0.05125,IIn/2005cp/DBSP+2453743.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.119939394,0.8800606,184.0,-2.0,ZTF20acedqis,Ib,4,Ib-norm,5.8,4,0.4952
9993,ZTF20acedqis_20200927_P60_v3.ascii,ZTF20acedqis_20200927_P60_v3_10,TDE H+He,0.05125,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.10423747,0.8957625,9.906065,2.0,ZTF20acedqis,Ic,8,Ic-BL,5.06,8,0.0721
9994,ZTF20acedqis_20200927_TNG_v4.ascii,ZTF20acedqis_20200927_TNG_v4_10,II,0.05125,II/2016bkv/FLOYDS-N+2457480.9221296,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.5617757,0.43822435,5.880664,1.4,ZTF20acedqis,II,4,IIn,10.28,4,0.0515
9995,ZTF20acedqis_20200927_TNG_v5.ascii,ZTF20acedqis_20200927_TNG_v5_10,TDE H+He,0.05,TDE H+He/2019qiz/X-Shooter+2458754.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.74512064,0.25487933,-9.0,2.0,ZTF20acedqis,II,5,IIn,10.29,5,0.0508
9996,ZTF20acedqis_20200928_P60_v1.ascii,ZTF20acedqis_20200928_P60_v1_10,TDE H+He,0.04875,TDE H+He/ASASSN-14li/MODS1+2457069.8771875,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.10599025,0.89400977,85.77719,2.0,ZTF20acedqis,II,4,IIn,5.81,4,0.0495
9997,ZTF20acedqis_20200929_TNG_v1.ascii,ZTF20acedqis_20200929_TNG_v1_10,TDE H+He,0.0525,TDE H+He/2019qiz/X-Shooter+2458754.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.6121113,0.38788876,-9.0,2.0,ZTF20acedqis,II,7,IIn,8.4,7,0.0516
9998,ZTF20acedqis_20200929_TNG_v2.ascii,ZTF20acedqis_20200929_TNG_v2_10,TDE H+He,0.05125,TDE H+He/2019qiz/X-Shooter+2458754.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.6950272,0.30497283,-9.0,1.8,ZTF20acedqis,Gal,6,Gal,8.61,6,0.0511
9999,ZTF20acedqis_20201001_NOT_v1.ascii,ZTF20acedqis_20201001_NOT_v1_10,IIn,0.0525,IIn/2010jl/DEIMOS+2455508.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.14951526,0.8504847,20.650995,0.4,ZTF20acedqis,Ic,2,IIb,5.4,1,0.0913
10000,ZTF20acedqis_20201005_LT_v1.ascii,ZTF20acedqis_20201005_LT_v1_10,II,0.05,II/1999em/Nickel-Spec+2451482.845,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.36761692,0.63238305,0.345,0.6,ZTF20acedqis,II,5,IIb,4.37,3,0.0538
10001,ZTF20acedqis_20201006_P60_v1.ascii,ZTF20acedqis_20201006_P60_v1_10,Ibn,0.0475,Ibn/2005la/DEIMOS+2453709.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.023310808,0.9766892,-1.3490046,2.0,ZTF20acedqis,Ia,5,Ia-91T,5.77,5,0.0617
10002,ZTF20acedqis_20201011_LT_v1.ascii,ZTF20acedqis_20201011_LT_v1_10,Ic-BL,0.0475,Ic-BL/2006aj/FORS2+2453787.5409954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.3793496,0.6206504,3.0409954,-1.4,ZTF20acedqis,II,9,II-norm,4.89,8,0.0572
10003,ZTF20acedqis_20201012_P60_v1.ascii,ZTF20acedqis_20201012_P60_v1_10,II,0.05125,II/2012aw/HET-LRS+2456367.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.016160687,0.98383933,356.2557,2.0,ZTF20acedqis,II,3,Ic-norm,4.8,3,0.0586
10004,ZTF20acedqis_20201012_P60_v2.ascii,ZTF20acedqis_20201012_P60_v2_10,ILRT,0.05125,ILRT/PTF10fqs/HET-LRS+2455319.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.36838397,0.631616,6.0,-0.8,ZTF20acedqis,II,9,II-norm,6.27,6,0.0498
10005,ZTF20aceeeuz_20201009_P60_v1.ascii,ZTF20aceeeuz_20201009_P60_v1_10,II,0.0001805,II/1999em/LRIS+2451490.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.112122744,0.8878772,8.0,2.0,ZTF20aceeeuz,Ib,4,Ib-norm,5.17,4,0.4439
10006,ZTF20aceeeuz_20201020_P60_v1.ascii,ZTF20aceeeuz_20201020_P60_v1_10,IIn,0.0001995,IIn/2010jl/LRIS+2455539.1440625,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.5963828,0.4036172,51.644062,2.0,ZTF20aceeeuz,QSO,6,QSO,8.74,6,0.0009
10007,ZTF20acehyxd_20201004_P60_v1.ascii,ZTF20acehyxd_20201004_P60_v1_10,Ia-norm,0.0342,Ia-norm/2012cu/KAST+2456096.7929977,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.6068678,0.3931322,56097.293,-1.8,ZTF20acehyxd,Ia,8,Ia-91T,3.69,5,0.0354
10008,ZTF20acehyxd_20201009_P60_v1.ascii,ZTF20acehyxd_20201009_P60_v1_10,Ibn,0.0342,Ibn/2005la/DEIMOS+2453709.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.2859679,0.7140321,-1.3490046,2.0,ZTF20acehyxd,Ia,8,Ia-norm,9.52,8,0.7178
10009,ZTF20acehyxd_20201012_LT_v1.ascii,ZTF20acehyxd_20201012_LT_v1_10,Ia-norm,0.0369,Ia-norm/2012cu/KAST+2456105.745,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.49793056,0.5020694,56106.246,0.4,ZTF20acehyxd,Ia,8,Ia-norm,6.75,8,0.0447
10010,ZTF20aceoadf_20201113_P60_v1.ascii,ZTF20aceoadf_20201113_P60_v1_10,IIn,0.0689325,IIn/2005cp/DBSP+2453743.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.06680839,0.9331916,184.0,1.8,ZTF20aceoadf,II,11,IIn,7.67,7,0.0704
10011,ZTF20aceqoer_20201010_P60_v1.ascii,ZTF20aceqoer_20201010_P60_v1_10,Ia 99aa-like,0.1155,Ia 99aa-like/1999aa/MARK-III+2451240.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.23067965,0.76932037,8.0,0.4,ZTF20aceqoer,Ia,9,Ia-91T,9.45,8,0.1178
10012,ZTF20acexvcz_20200930_P60_v1.ascii,ZTF20acexvcz_20200930_P60_v1_10,SLSN-I,0.095,SLSN-I/2015bn/IMACS+2457136.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.111391194,0.8886088,37.344627,2.0,ZTF20acexvcz,Ia,6,Ia-norm,5.57,4,0.1
10013,ZTF20acexvcz_20201007_P60_v1.ascii,ZTF20acexvcz_20201007_P60_v1_10,Ia 99aa-like,0.095,Ia 99aa-like/1999aa/MARK-III+2451240.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.068848446,0.93115157,8.0,2.0,ZTF20acexvcz,Ia,6,Ia-91T,5.27,4,0.2728
10014,ZTF20aceyolc_20200928_LT_v1.ascii,ZTF20aceyolc_20200928_LT_v1_10,SLSN-I,0.058275,SLSN-I/2017egm/SPRAT+2457920.3931713,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.2252726,0.7747274,-5.690924,2.0,ZTF20aceyolc,II,5,IIn,7.02,5,0.2777
10015,ZTF20aceyolc_20200928_P60_v1.ascii,ZTF20aceyolc_20200928_P60_v1_10,II,0.0568875,II/2014cn/DBSP+2456781.8111921,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.48160526,0.51839477,10.3111925,2.0,ZTF20aceyolc,Ic,5,Ic-SLSN,4.24,3,0.9441
10016,ZTF20aceyolc_20201021_P200_v1.ascii,ZTF20aceyolc_20201021_P200_v1_10,IIb,0.0555,IIb/2013cu/DBSP+2456445.8392824,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.54563636,0.45436367,23.339283,1.4,ZTF20aceyolc,II,7,IIb,6.55,4,0.0544
10017,ZTF20aceyolc_20201022_P200_v1.ascii,ZTF20aceyolc_20201022_P200_v1_10,IIb,0.0555,IIb/2013cu/DBSP+2456445.8392824,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.54563636,0.45436367,23.339283,1.4,ZTF20aceyolc,II,10,IIb,6.55,6,0.0544
10018,ZTF20acezpem_20201005_P60_v1.ascii,ZTF20acezpem_20201005_P60_v1_10,TDE H+He,0.0665,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.8114543,0.18854572,9.906065,2.0,ZTF20acezpem,Ia,5,Ia-norm,4.47,5,0.3047
10019,ZTF20acezpem_20201011_P60_v1.ascii,ZTF20acezpem_20201011_P60_v1_10,Ia-norm,0.0665,Ia-norm/2011fe/STIS+2455814.8902778,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.5411883,0.4588117,-0.46617794,1.0,ZTF20acezpem,Ia,8,Ia-norm,12.2,5,0.0682
10020,ZTF20acezpem_20201012_P60_v1.ascii,ZTF20acezpem_20201012_P60_v1_10,Ia-norm,0.0665,Ia-norm/2011fe/STIS+2455818.1701389,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.7119194,0.28808057,2.8136833,-0.8,ZTF20acezpem,Ia,9,Ia-norm,9.63,7,0.0709
10021,ZTF20acezpem_20201013_P60_v1.ascii,ZTF20acezpem_20201013_P60_v1_10,Ia-norm,0.0665,Ia-norm/2011by/KAST+2455695.7459954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.65967834,0.34032163,5.2459955,1.0,ZTF20acezpem,Ia,8,Ia-norm,25.62,7,0.0689
10022,ZTF20acfaonm_20201004_P60_v1.ascii,ZTF20acfaonm_20201004_P60_v1_10,Ia 99aa-like,0.0773115,Ia 99aa-like/1999aa/MARK-III+2451240.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.5025822,0.4974178,8.0,2.0,ZTF20acfaonm,Ia,10,Ia-norm,5.92,8,0.0749
10023,ZTF20acfasbq_20200929_P60_v1.ascii,ZTF20acfasbq_20200929_P60_v1_10,TDE H+He,0.04935,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.9336986,0.06630143,9.906065,2.0,ZTF20acfasbq,Ib,5,Ibn,8.52,5,0.5013
10024,ZTF20acfasbq_20200929_P60_v2.ascii,ZTF20acfasbq_20200929_P60_v2_10,Ia-norm,0.04935,Ia-norm/2012cg/KAST+2456068.6859954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.45048568,0.5495143,-13.49343,2.0,ZTF20acfasbq,Ia,9,Ia-03fg,6.62,5,0.0457
10025,ZTF20acfdmex_20200928_LT_v1.ascii,ZTF20acfdmex_20200928_LT_v1_10,SLSN-I,0.019404,SLSN-I/2017egm/SPRAT+2457920.3931713,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.44069,0.55931,-5.690924,1.8,ZTF20acfdmex,Ib,3,Ibn,4.86,3,0.3167
10026,ZTF20acfdmex_20200928_P60_v1.ascii,ZTF20acfdmex_20200928_P60_v1_10,TDE H+He,0.019404,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.39871088,0.6012891,9.906065,1.6,ZTF20acfdmex,Ia,6,Ia-91T,6.44,5,0.7096
10027,ZTF20acfdmex_20200929_P60_v1.ascii,ZTF20acfdmex_20200929_P60_v1_10,TDE H+He,0.01848,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.26169008,0.7383099,9.906065,2.0,ZTF20acfdmex,II,11,IIn,5.44,8,0.0072
10028,ZTF20acfdmex_20201002_LT_v1.ascii,ZTF20acfdmex_20201002_LT_v1_10,II,0.017556,II/2013ej/HET-LRS+2456505.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.48375082,0.5162492,-2.6082177,2.0,ZTF20acfdmex,TDE,8,TDE,5.73,8,0.0304
10029,ZTF20acfdmex_20201003_P60_v1.ascii,ZTF20acfdmex_20201003_P60_v1_10,TDE H+He,0.01848,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.49310577,0.50689423,9.906065,-1.2,ZTF20acfdmex,II,6,II-norm,4.38,6,0.0169
10030,ZTF20acfdmex_20201003_P60_v2.ascii,ZTF20acfdmex_20201003_P60_v2_10,TDE H+He,0.018018,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.5023225,0.4976775,9.906065,0.0,ZTF20acfdmex,Ia,4,Ia-91T,5.38,4,0.1266
10031,ZTF20acfdmex_20201011_P60_v1.ascii,ZTF20acfdmex_20201011_P60_v1_10,II,0.017556,II/1999em/LRIS+2451490.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.66091764,0.33908236,8.0,2.0,ZTF20acfdmex,II,6,II-norm,8.27,6,0.0315
